id,1,2,3,4,5,6,7,8,9,10
338,338,223,4407,4538,4543,4564,4565,4602,4609,4622
361,361,4383,4407,4538,4543,4564,4565,4602,4609,4622
853,853,223,4383,4538,4543,4564,4565,4602,4609,4622
876,876,223,4383,4538,4543,4564,4565,4602,4609,4622
879,879,223,4383,4538,4543,4564,4565,4602,4609,4622
1007,1007,223,4383,4538,4543,4564,4565,4602,4609,4622
1244,1244,223,4383,4538,4543,4564,4565,4602,4609,4622
1402,1402,223,4383,4538,4543,4564,4565,4602,4609,4622
2003,2003,223,4383,4538,4543,4564,4565,4602,4609,4622
2224,2224,223,4383,4538,4543,4564,4565,4602,4609,4622
2243,2243,223,4383,4538,4543,4564,4565,4602,4609,4622
2360,2360,223,4383,4538,4543,4564,4565,4602,4609,4622
2972,2972,223,4383,4538,4543,4564,4565,4602,4609,4622
3294,3294,223,4383,4538,4543,4564,4565,4602,4609,4622
3587,3587,223,4383,4538,4543,4564,4565,4602,4609,4622
3756,3756,223,4146,4538,4543,4564,4565,4602,4609,4622
3763,3763,223,4146,4538,4543,4564,4565,4602,4609,4622
3798,3798,223,4146,4538,4543,4564,4565,4602,4609,4622
3802,3802,223,4146,4538,4543,4564,4565,4602,4609,4622
3804,3804,223,4146,4538,4543,4564,4565,4602,4609,4622
3808,3808,223,4146,4538,4543,4564,4565,4602,4609,4622
3828,3828,223,4146,4538,4543,4564,4565,4602,4609,4622
3832,3832,223,4146,4538,4543,4564,4565,4602,4609,4622
3855,3855,223,4146,4538,4543,4564,4565,4602,4609,4622
3858,3858,223,4146,4538,4543,4564,4565,4602,4609,4622
3864,3864,223,4146,4538,4543,4564,4565,4602,4609,4622
3895,3895,223,4146,4538,4543,4564,4565,4602,4609,4622
3901,3901,223,4146,4538,4543,4564,4565,4602,4609,4622
3954,3954,4383,4538,4543,4564,4565,4602,4609,4622,4636
3964,3964,4146,4407,4538,4543,4564,4565,4602,4609,4622
3967,3967,4383,4538,4543,4564,4565,4602,4609,4622,4636
3968,3968,223,4158,4538,4543,4564,4565,4602,4609,4622
3974,3974,223,4158,4538,4543,4564,4565,4602,4609,4622
4013,4019,4015,5886,3976,3986,4013,58,157,29,138
40,40,223,4158,4538,4543,4564,4565,4602,4609,4622
400,400,223,4158,4538,4543,4564,4565,4602,4609,4622
813,813,223,4158,4538,4543,4564,4565,4602,4609,4622
946,946,223,4158,4538,4543,4564,4565,4602,4609,4622
980,980,223,4158,4538,4543,4564,4565,4602,4609,4622
1013,1013,223,4158,4538,4543,4564,4565,4602,4609,4622
2025,2025,223,4158,4538,4543,4564,4565,4602,4609,4622
2293,2293,223,4158,4538,4543,4564,4565,4602,4609,4622
2414,2414,223,4158,4538,4543,4564,4565,4602,4609,4622
2425,2425,45,3908,223,1712,3747,3835,3786,3799,3910
2990,2990,4158,4538,4543,4564,4565,4602,4609,4622,4636
3108,3108,223,4538,4543,4564,4565,4602,4609,4622,4636
3237,3237,223,4146,4538,4543,4564,4565,4602,4609,4622
3624,3624,223,4146,4538,4543,4564,4565,4602,4609,4622
3566,3566,223,4146,4538,4543,4564,4565,4602,4609,4622
3791,3791,223,4146,4538,4543,4564,4565,4602,4609,4622
3793,3793,223,4146,4538,4543,4564,4565,4602,4609,4622
3822,3822,223,4146,4538,4543,4564,4565,4602,4609,4622
3826,3826,223,4146,4538,4543,4564,4565,4602,4609,4622
3833,3833,223,4146,4538,4543,4564,4565,4602,4609,4622
3846,3846,223,4146,4538,4543,4564,4565,4602,4609,4622
3856,3856,223,4146,4538,4543,4564,4565,4602,4609,4622
3866,3866,223,4146,4538,4543,4564,4565,4602,4609,4622
3867,3867,223,4146,4538,4543,4564,4565,4602,4609,4622
3875,3875,223,4146,4538,4543,4564,4565,4602,4609,4622
3886,3886,4146,4407,4538,4543,4564,4565,4602,4609,4622
3930,3930,4146,4407,4538,4543,4564,4565,4602,4609,4622
3931,3931,4146,4407,4538,4543,4564,4565,4602,4609,4622
3933,3933,223,4146,4538,4543,4564,4565,4602,4609,4622
3935,3935,223,4146,4538,4543,4564,4565,4602,4609,4622
3937,3937,223,4146,4538,4543,4564,4565,4602,4609,4622
3940,3940,223,4146,4538,4543,4564,4565,4602,4609,4622
3943,3943,223,4146,4538,4543,4564,4565,4602,4609,4622
3956,3956,223,4146,4538,4543,4564,4565,4602,4609,4622
3966,3966,223,4146,4538,4543,4564,4565,4602,4609,4622
3972,3972,223,4146,4538,4543,4564,4565,4602,4609,4622
4001,4001,223,4146,4538,4543,4564,4565,4602,4609,4622
4003,4003,223,4146,4538,4543,4564,4565,4602,4609,4622
4010,4010,223,4146,4538,4543,4564,4565,4602,4609,4622
290,290,223,4146,4538,4543,4564,4565,4602,4609,4622
350,350,223,4146,4538,4543,4564,4565,4602,4609,4622
371,371,223,4538,4543,4564,4565,4602,4609,4622,4636
406,406,4158,4538,4543,4564,4565,4602,4609,4622,4636
439,439,223,4158,4538,4543,4564,4565,4602,4609,4622
480,480,223,4158,4538,4543,4564,4565,4602,4609,4622
908,908,223,4158,4538,4543,4564,4565,4602,4609,4622
1200,1200,223,4158,4538,4543,4564,4565,4602,4609,4622
1362,1362,223,4158,4538,4543,4564,4565,4602,4609,4622
2316,2316,223,4158,4538,4543,4564,4565,4602,4609,4622
2629,2629,223,4158,4538,4543,4564,4565,4602,4609,4622
2984,2984,223,4158,4538,4543,4564,4565,4602,4609,4622
3389,3389,223,4158,4538,4543,4564,4565,4602,4609,4622
3748,3748,223,4158,4538,4543,4564,4565,4602,4609,4622
3759,3759,223,4158,4538,4543,4564,4565,4602,4609,4622
3760,3760,223,4158,4538,4543,4564,4565,4602,4609,4622
3773,3773,223,4158,4538,4543,4564,4565,4602,4609,4622
3821,3821,4336,4407,4538,4543,4564,4565,4602,4609,4622
3844,3844,4146,4407,4538,4543,4564,4565,4602,4609,4622
3845,3845,4336,4407,4538,4543,4564,4565,4602,4609,4622
3862,3862,223,4146,4407,4538,4543,4564,4565,4602,4609
3877,3877,223,4146,4407,4538,4543,4564,4565,4602,4609
3882,3882,223,4146,4407,4538,4543,4564,4565,4602,4609
3907,3907,223,4146,4407,4538,4543,4564,4565,4602,4609
3936,3936,223,4146,4407,4538,4543,4564,4565,4602,4609
3941,3941,223,4146,4407,4538,4543,4564,4565,4602,4609
3945,3945,223,4146,4407,4538,4543,4564,4565,4602,4609
3971,3971,223,4146,4407,4538,4543,4564,4565,4602,4609
3994,3994,223,4146,4407,4538,4543,4564,4565,4602,4609
3996,3996,223,4146,4407,4538,4543,4564,4565,4602,4609
4015,4019,4015,5886,3976,3986,4013,58,157,29,138
1,1,223,4146,4407,4538,4543,4564,4565,4602,4609
157,4019,4015,5886,3976,3986,4013,58,157,29,138
43,43,4146,4407,4538,4543,4564,4565,4602,4609,4622
71,71,223,4407,4538,4543,4564,4565,4602,4609,4622
188,188,223,4116,4407,4538,4543,4564,4565,4602,4609
214,214,223,4116,4407,4538,4543,4564,4565,4602,4609
419,419,223,4116,4407,4538,4543,4564,4565,4602,4609
1132,1132,223,4116,4407,4538,4543,4564,4565,4602,4609
1239,1239,223,4116,4407,4538,4543,4564,4565,4602,4609
1256,1256,223,4116,4407,4538,4543,4564,4565,4602,4609
1416,1416,223,4116,4407,4538,4543,4564,4565,4602,4609
1529,1529,223,4116,4407,4538,4543,4564,4565,4602,4609
2352,2352,223,4116,4407,4538,4543,4564,4565,4602,4609
2416,2416,223,4116,4407,4538,4543,4564,4565,4602,4609
2985,2985,223,4116,4407,4538,4543,4564,4565,4602,4609
3740,3740,223,4116,4407,4538,4543,4564,4565,4602,4609
3778,3778,4116,4383,4407,4538,4543,4564,4565,4602,4609
3800,3800,4116,4383,4407,4538,4543,4564,4565,4602,4609
3807,3807,4116,4383,4407,4538,4543,4564,4565,4602,4609
3850,3850,223,4116,4407,4538,4543,4564,4565,4602,4609
3854,3854,223,4116,4407,4538,4543,4564,4565,4602,4609
3859,3859,223,4116,4407,4538,4543,4564,4565,4602,4609
3879,3879,223,4116,4407,4538,4543,4564,4565,4602,4609
3884,3884,223,4116,4407,4538,4543,4564,4565,4602,4609
3888,3888,223,4116,4407,4538,4543,4564,4565,4602,4609
3921,3921,223,4116,4407,4538,4543,4564,4565,4602,4609
3929,3929,223,4116,4407,4538,4543,4564,4565,4602,4609
3938,3938,223,4116,4407,4538,4543,4564,4565,4602,4609
3962,3962,223,4116,4407,4538,4543,4564,4565,4602,4609
3985,3985,223,4116,4407,4538,4543,4564,4565,4602,4609
3999,3999,223,4116,4407,4538,4543,4564,4565,4602,4609
251,251,223,4407,4538,4543,4564,4565,4602,4609,4622
397,397,4146,4407,4538,4543,4564,4565,4602,4609,4622
943,943,223,4146,4407,4538,4543,4564,4565,4602,4609
981,981,223,4146,4407,4538,4543,4564,4565,4602,4609
982,982,223,4146,4407,4538,4543,4564,4565,4602,4609
1148,1148,223,4146,4407,4538,4543,4564,4565,4602,4609
1170,1170,223,4146,4407,4538,4543,4564,4565,4602,4609
1174,1174,223,4146,4407,4538,4543,4564,4565,4602,4609
2011,2011,223,4146,4407,4538,4543,4564,4565,4602,4609
2637,2637,223,4146,4407,4538,4543,4564,4565,4602,4609
2743,2743,223,4146,4407,4538,4543,4564,4565,4602,4609
2886,2886,223,4146,4407,4538,4543,4564,4565,4602,4609
2905,2905,223,4146,4407,4538,4543,4564,4565,4602,4609
3350,3350,223,4146,4407,4538,4543,4564,4565,4602,4609
3458,3458,223,4146,4407,4538,4543,4564,4565,4602,4609
3602,3602,4336,4407,4538,4543,4564,4565,4602,4609,4622
3649,3649,4116,4383,4407,4538,4543,4564,4565,4602,4609
3770,3770,4336,4407,4538,4543,4564,4565,4602,4609,4622
3795,3795,223,4116,4407,4538,4543,4564,4565,4602,4609
3797,3797,223,4116,4407,4538,4543,4564,4565,4602,4609
3816,3816,223,4116,4407,4538,4543,4564,4565,4602,4609
3830,3830,223,4116,4407,4538,4543,4564,4565,4602,4609
3836,3836,223,4116,4407,4538,4543,4564,4565,4602,4609
3840,3840,223,4116,4407,4538,4543,4564,4565,4602,4609
3857,3857,223,4116,4407,4538,4543,4564,4565,4602,4609
3868,3868,223,4116,4407,4538,4543,4564,4565,4602,4609
3890,3890,223,4116,4407,4538,4543,4564,4565,4602,4609
3912,3912,223,4116,4407,4538,4543,4564,4565,4602,4609
4007,4007,223,4116,4407,4538,4543,4564,4565,4602,4609
4008,4008,223,4116,4407,4538,4543,4564,4565,4602,4609
4019,4019,4015,5886,3976,3986,4013,58,157,29,138
31,31,4336,4407,4538,4543,4564,4565,4602,4609,4622
129,129,223,4336,4407,4538,4543,4564,4565,4602,4609
177,177,223,4336,4407,4538,4543,4564,4565,4602,4609
360,360,223,4336,4407,4538,4543,4564,4565,4602,4609
420,420,223,4336,4407,4538,4543,4564,4565,4602,4609
721,721,223,4336,4407,4538,4543,4564,4565,4602,4609
766,766,223,4336,4407,4538,4543,4564,4565,4602,4609
975,975,223,4336,4407,4538,4543,4564,4565,4602,4609
1257,1257,223,4336,4407,4538,4543,4564,4565,4602,4609
1302,1302,223,4336,4407,4538,4543,4564,4565,4602,4609
1431,1431,223,4336,4407,4538,4543,4564,4565,4602,4609
1456,1456,223,4336,4407,4538,4543,4564,4565,4602,4609
1540,1540,223,4336,4407,4538,4543,4564,4565,4602,4609
1558,1558,223,4336,4407,4538,4543,4564,4565,4602,4609
1710,1710,4336,4383,4407,4538,4543,4564,4565,4602,4609
2008,2008,223,4383,4407,4538,4543,4564,4565,4602,4609
2630,2630,4316,4383,4407,4538,4543,4564,4565,4602,4609
3106,3106,223,4108,4383,4407,4538,4543,4564,4565,4602
3351,3351,223,4108,4383,4407,4538,4543,4564,4565,4602
3648,3648,223,4108,4383,4407,4538,4543,4564,4565,4602
3754,3754,223,4108,4383,4407,4538,4543,4564,4565,4602
3768,3768,223,4108,4383,4407,4538,4543,4564,4565,4602
3805,3805,223,4108,4383,4407,4538,4543,4564,4565,4602
3815,3815,223,4108,4383,4407,4538,4543,4564,4565,4602
3823,3823,223,4108,4383,4407,4538,4543,4564,4565,4602
3842,3842,223,4108,4383,4407,4538,4543,4564,4565,4602
3843,3843,223,4108,4383,4407,4538,4543,4564,4565,4602
3863,3863,223,4108,4383,4407,4538,4543,4564,4565,4602
3878,3878,223,4108,4383,4407,4538,4543,4564,4565,4602
3887,3887,223,4108,4383,4407,4538,4543,4564,4565,4602
3915,3915,223,4383,4407,4538,4543,4564,4565,4602,4609
3923,3923,4116,4383,4407,4538,4543,4564,4565,4602,4609
3925,3925,223,4116,4383,4407,4538,4543,4564,4565,4602
69,69,223,4116,4383,4407,4538,4543,4564,4565,4602
208,208,223,4116,4383,4407,4538,4543,4564,4565,4602
209,209,223,4116,4383,4407,4538,4543,4564,4565,4602
288,288,223,4116,4383,4407,4538,4543,4564,4565,4602
401,401,223,4116,4383,4407,4538,4543,4564,4565,4602
411,411,223,4116,4383,4407,4538,4543,4564,4565,4602
416,416,223,4116,4383,4407,4538,4543,4564,4565,4602
431,431,223,4116,4383,4407,4538,4543,4564,4565,4602
819,819,223,4116,4383,4407,4538,4543,4564,4565,4602
833,833,223,4116,4383,4407,4538,4543,4564,4565,4602
903,903,223,4116,4383,4407,4538,4543,4564,4565,4602
1171,1171,223,4116,4383,4407,4538,4543,4564,4565,4602
1240,1240,4316,4383,4407,4538,4543,4564,4565,4602,4609
1553,1553,4316,4383,4407,4538,4543,4564,4565,4602,4609
1711,1711,4316,4383,4407,4538,4543,4564,4565,4602,4609
2222,2222,223,4116,4383,4407,4538,4543,4564,4565,4602
2311,2311,223,4116,4383,4407,4538,4543,4564,4565,4602
3779,3779,223,4116,4383,4407,4538,4543,4564,4565,4602
3785,3785,223,4116,4383,4407,4538,4543,4564,4565,4602
3809,3809,223,4116,4383,4407,4538,4543,4564,4565,4602
3819,3819,223,4116,4383,4407,4538,4543,4564,4565,4602
3839,3839,223,4116,4383,4407,4538,4543,4564,4565,4602
3851,3851,223,4116,4383,4407,4538,4543,4564,4565,4602
3880,3880,223,4116,4383,4407,4538,4543,4564,4565,4602
3920,3920,223,4116,4383,4407,4538,4543,4564,4565,4602
3932,3932,223,4116,4383,4407,4538,4543,4564,4565,4602
3950,3950,223,4116,4383,4407,4538,4543,4564,4565,4602
3959,3959,223,4116,4383,4407,4538,4543,4564,4565,4602
3978,3978,4116,4383,4407,4538,4543,4564,4565,4602,4609
4017,4017,223,4383,4407,4538,4543,4564,4565,4602,4609
171,171,223,4108,4383,4407,4538,4543,4564,4565,4602
403,403,223,4108,4383,4407,4538,4543,4564,4565,4602
440,440,223,4108,4383,4407,4538,4543,4564,4565,4602
944,944,223,4108,4383,4407,4538,4543,4564,4565,4602
1008,1008,223,4108,4383,4407,4538,4543,4564,4565,4602
1175,1175,223,4108,4383,4407,4538,4543,4564,4565,4602
1377,1377,223,4108,4383,4407,4538,4543,4564,4565,4602
1511,1511,223,4108,4383,4407,4538,4543,4564,4565,4602
1624,1624,223,4108,4383,4407,4538,4543,4564,4565,4602
1714,1714,223,4108,4383,4407,4538,4543,4564,4565,4602
2447,2447,223,4108,4383,4407,4538,4543,4564,4565,4602
2748,2748,223,4108,4383,4407,4538,4543,4564,4565,4602
3480,3480,223,4108,4383,4407,4538,4543,4564,4565,4602
3558,3558,4316,4383,4407,4538,4543,4564,4565,4602,4609
3622,3622,223,4383,4407,4538,4543,4564,4565,4602,4609
3790,3790,4336,4383,4407,4538,4543,4564,4565,4602,4609
3852,3852,223,4336,4407,4538,4543,4564,4565,4602,4609
3872,3872,223,4336,4407,4538,4543,4564,4565,4602,4609
3883,3883,223,4336,4407,4538,4543,4564,4565,4602,4609
3893,3893,223,4336,4407,4538,4543,4564,4565,4602,4609
3894,3894,223,4336,4407,4538,4543,4564,4565,4602,4609
3927,3927,223,4336,4407,4538,4543,4564,4565,4602,4609
3957,3957,223,4336,4407,4538,4543,4564,4565,4602,4609
3975,3975,223,4336,4407,4538,4543,4564,4565,4602,4609
3984,3984,223,4336,4407,4538,4543,4564,4565,4602,4609
3989,3989,223,4336,4407,4538,4543,4564,4565,4602,4609
4004,4004,223,4336,4407,4538,4543,4564,4565,4602,4609
4016,4016,223,4336,4407,4538,4543,4564,4565,4602,4609
4018,4018,223,4336,4407,4538,4543,4564,4565,4602,4609
124,124,4336,4407,4538,4543,4564,4565,4602,4609,4622
179,179,223,4116,4407,4538,4543,4564,4565,4602,4609
336,336,223,4116,4407,4538,4543,4564,4565,4602,4609
423,423,223,4116,4407,4538,4543,4564,4565,4602,4609
919,919,223,4116,4407,4538,4543,4564,4565,4602,4609
923,923,223,4116,4407,4538,4543,4564,4565,4602,4609
932,932,223,4116,4407,4538,4543,4564,4565,4602,4609
947,947,223,4116,4407,4538,4543,4564,4565,4602,4609
1176,1176,223,4116,4407,4538,4543,4564,4565,4602,4609
1294,1294,223,4116,4407,4538,4543,4564,4565,4602,4609
1465,1465,223,4116,4407,4538,4543,4564,4565,4602,4609
1476,1476,223,4116,4407,4538,4543,4564,4565,4602,4609
2561,2561,223,4116,4407,4538,4543,4564,4565,4602,4609
2638,2638,223,4116,4407,4538,4543,4564,4565,4602,4609
2816,2816,4336,4407,4538,4543,4564,4565,4602,4609,4622
3777,3777,4116,4383,4407,4538,4543,4564,4565,4602,4609
3787,3787,4336,4407,4538,4543,4564,4565,4602,4609,4622
3792,3792,223,4146,4407,4538,4543,4564,4565,4602,4609
3818,3818,223,4146,4407,4538,4543,4564,4565,4602,4609
3820,3820,223,4146,4407,4538,4543,4564,4565,4602,4609
3849,3849,223,4146,4407,4538,4543,4564,4565,4602,4609
3853,3853,223,4146,4407,4538,4543,4564,4565,4602,4609
3881,3881,223,4146,4407,4538,4543,4564,4565,4602,4609
3904,3904,223,4146,4407,4538,4543,4564,4565,4602,4609
3958,3958,223,4146,4407,4538,4543,4564,4565,4602,4609
3970,3970,223,4146,4407,4538,4543,4564,4565,4602,4609
3979,3979,223,4146,4407,4538,4543,4564,4565,4602,4609
3980,3980,223,4146,4407,4538,4543,4564,4565,4602,4609
3995,3995,223,4146,4407,4538,4543,4564,4565,4602,4609
3998,3998,223,4146,4407,4538,4543,4564,4565,4602,4609
4005,4005,4146,4407,4538,4543,4564,4565,4602,4609,4622
